Record Id,Note Owner ID,Note Title,Note Content,Parent ID,Created by ID,Modified by ID,Created Time,Modified Time
zcrm_1920545000000216075,zcrm_1920545000000127001,,Had a meeting with the manager. Seems pretty convinced but asked me to wait for the owner who is in Dubai on a business trip. He will be back by MId-August.,zcrm_1920545000000177009,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 19:47:44,2016-07-05 19:47:44
zcrm_1920545000000216083,zcrm_1920545000000127001,,Mayank sir is dealing with this account as he is a corporate customer. So I am not on it.,zcrm_1920545000000179001,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 19:49:02,2016-07-05 19:49:02
zcrm_1920545000000216087,zcrm_1920545000000127001,,Not taking my calls. Still on it. Will make a walkin sometimes this week.,zcrm_1920545000000179005,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 19:49:49,2016-07-05 19:49:49
zcrm_1920545000000216099,zcrm_1920545000000127001,,Had a meeting on 27th June. But at the last moment he cancelled it. Since then He is busy. Asked me to call on tuesday 12th July and then come for a meeting,zcrm_1920545000000192009,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 19:56:05,2016-07-05 19:56:05
zcrm_1920545000000216111,zcrm_1920545000000127001,,The owner is pretty busy with events. Have left my nuber with the manager. Will call me as soon as he is free,zcrm_1920545000000193005,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 19:58:40,2016-07-05 19:58:40
zcrm_1920545000000216119,zcrm_1920545000000127001,,Had a meeting with him. Says proce is too high. Wont be able to afford,zcrm_1920545000000193013,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 20:11:36,2016-07-05 20:11:36
zcrm_1920545000000216127,zcrm_1920545000000127001,,Had a meeting with her. Is going to close this place. So not interested. Has taken my details. Will call me if she opens a new place,zcrm_1920545000000205001,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 20:13:34,2016-07-05 20:13:34
zcrm_1920545000000216131,zcrm_1920545000000127001,,Met the manager. He needs to talk to his owner. Will get back to us,zcrm_1920545000000205005,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 20:14:04,2016-07-05 20:14:04
zcrm_1920545000000216135,zcrm_1920545000000127001,,still hasn't got back to me yet.,zcrm_1920545000000205009,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 20:54:20,2016-07-05 20:54:20
zcrm_1920545000000216139,zcrm_1920545000000127001,,Had gone for a meeting. They have no funds. Asked me to contact them when we have a finance option.,zcrm_1920545000000205017,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 20:57:42,2016-07-05 20:57:42
zcrm_1920545000000216143,zcrm_1920545000000127001,,had called him. Asked me to call after 15th for a meeting. Since it is a club. It is going to take sometime to close the deal.,zcrm_1920545000000205021,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 20:58:32,2016-07-05 20:58:32
zcrm_1920545000000216147,zcrm_1920545000000127001,,Had a meeting with the manager. He likes the proposition. Wants me to talk to the owner. Will set a meeting and inform me by this week,zcrm_1920545000000205025,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 20:59:46,2016-07-05 20:59:46
zcrm_1920545000000216151,zcrm_1920545000000127001,,Still no updates,zcrm_1920545000000206001,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 21:00:05,2016-07-05 21:00:05
zcrm_1920545000000216159,zcrm_1920545000000127001,,Was suppose to meet the manager on 25th June. Couldnt meet her since she was a bit tied up. Asked me to call. Have been calling since then still not able to fix a date for appointment. Since she is busy,zcrm_1920545000000206009,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-05 21:02:14,2016-07-05 21:02:14
zcrm_1920545000000220003,zcrm_1920545000000127001,,Asked me to email prospectus and product details have to call on 08th July for a meeting.,zcrm_1920545000000179005,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-07 18:18:32,2016-07-07 18:18:32
zcrm_1920545000000224003,zcrm_1920545000000127001,,he says he is too busy. Has dropped the idea of buying it.,zcrm_1920545000000148005,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-11 16:17:59,2016-07-11 16:17:59
zcrm_1920545000000229001,zcrm_1920545000000117001,Order Finalised,"Managed to convince the management for InBody 370 for the Indian Badminton Academy, Hyderabad. Have received the formal order today.",zcrm_1920545000000203137,zcrm_1920545000000117001,zcrm_1920545000000117001,2016-07-12 20:12:54,2016-07-12 20:12:54
zcrm_1920545000000234003,zcrm_1920545000000127001,,They have recently acquired one. So not interested at this moment,zcrm_1920545000000156009,zcrm_1920545000000127001,zcrm_1920545000000127001,2016-07-22 18:59:41,2016-07-22 18:59:41
zcrm_1920545000000266003,zcrm_1920545000000240001,,"Had a conversation with Ms. Puja & she has informed me that currently they have put it on hold & will get back to us when they are in need. Meanwhile, I have mentioned to her that we have come up with our office in BKC, Mumbai & she can drop by for meeting any day.",zcrm_1920545000000194057,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-03 14:03:20,2016-08-03 14:03:20
zcrm_1920545000000268003,zcrm_1920545000000240001,,Had a telephonic discussion with the customer today following up with the delivery & installation. However he has mentioned due to some Gyms site issue possession the delivery will be delayed by two months. He will get back to us as and when device is required by him.,zcrm_1920545000000203113,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-03 15:49:56,2016-08-03 15:49:56
zcrm_1920545000000268007,zcrm_1920545000000240001,,Had a follow up for the order for InBody 270. Mr. Feilpe has informed that the order is verbally confirmed & will be transferring the advance payment shortly for the formal order confirmation.,zcrm_1920545000000149009,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-03 16:15:40,2016-08-03 16:15:40
zcrm_1920545000000291003,zcrm_1920545000000240001,,Had a discussion with Dr. Rakesh Kumar & he has mentioned that he will take some more time on finalising the order for InBody 270 as he has some other important equipment to be purchased right now.,zcrm_1920545000000203039,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-05 20:04:43,2016-08-05 20:04:43
zcrm_1920545000000302003,zcrm_1920545000000240001,,Finally the Gethins Gym Franchise owner decided on InBody 270 instead of InBody 570 due to budget constrains. Have finalized the order by paying 50% advance payment.,zcrm_1920545000000171009,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-07 15:42:04,2016-08-07 15:42:04
zcrm_1920545000000307005,zcrm_1920545000000097003,,All the details have to be putted in Description Shrikant,zcrm_1920545000000278001,zcrm_1920545000000097003,zcrm_1920545000000097003,2016-08-08 13:49:37,2016-08-08 13:49:37
zcrm_1920545000000326001,zcrm_1920545000000243017,zcrm_,She will speak with the dr. Manjiri regarding price... n will get back to us,zcrm_1920545000000325001,zcrm_1920545000000243017,zcrm_1920545000000243017,2016-08-17 12:24:28,2016-08-17 12:24:28
zcrm_1920545000000329001,zcrm_1920545000000172001,Pending,They will contact us once they need it,zcrm_1920545000000323003,zcrm_1920545000000172001,zcrm_1920545000000172001,2016-08-17 23:39:38,2016-08-17 23:39:38
zcrm_1920545000000348017,zcrm_1920545000000240001,Rejected,Do not have the budget for the device,zcrm_1920545000000315033,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-29 16:31:48,2016-08-29 16:31:48
zcrm_1920545000000348025,zcrm_1920545000000240001,Rejected,"Out of Budget, was looking for a device for around 1 lac rupees only.",zcrm_1920545000000239033,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-29 16:33:28,2016-08-29 16:33:28
zcrm_1920545000000349003,zcrm_1920545000000240001,,There has been a delay in the project & the customer has requested us to contact them in the month of November now.,zcrm_1920545000000194033,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-29 16:37:13,2016-08-29 16:37:13
zcrm_1920545000000364005,zcrm_1920545000000240001,,"Project delayed, the customer will get back to us by beginning of 2017.",zcrm_1920545000000324129,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-09-01 13:19:09,2016-09-01 13:19:09
zcrm_1920545000000404007,zcrm_1920545000000240001,Closed Lost to Competition,"Purchase Tanita device, due to very low budget.",zcrm_1920545000000186009,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-09-12 13:49:29,2016-09-12 13:49:29
zcrm_1920545000000408003,zcrm_1920545000000240001,,Order finalized for 7 units of InBody 270 with advance payment.,zcrm_1920545000000137005,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-09-15 13:04:32,2016-09-15 13:04:32
zcrm_1920545000000419003,zcrm_1920545000000240001,,He will get back to us once he plans to purchase a BCA device.,zcrm_1920545000000399049,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-09-21 14:32:08,2016-09-21 14:32:08
zcrm_1920545000000442003,zcrm_1920545000000366012,,email sent.,zcrm_1920545000000439005,zcrm_1920545000000366012,zcrm_1920545000000366012,2016-10-18 15:13:18,2016-10-18 15:13:18
zcrm_1920545000000459087,zcrm_1920545000000366006,Rejected,Already using InBody product so for that they are not interested to buy recently any BCA MACHINES,zcrm_1920545000000411009,zcrm_1920545000000366006,zcrm_1920545000000366006,2016-11-01 21:14:32,2016-11-01 21:14:32
zcrm_1920545000000472007,zcrm_1920545000000240001,Rejected,Franchise Owner rejected as he thinks that the device is too costly.,zcrm_1920545000000431043,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-11-09 13:47:18,2016-11-09 13:47:18
zcrm_1920545000000486031,zcrm_1920545000000366006,Rejected,Right now they are not looking for any BCA machines.,zcrm_1920545000000486009,zcrm_1920545000000366006,zcrm_1920545000000366006,2016-11-22 14:14:44,2016-11-22 14:14:44
zcrm_1920545000000500043,zcrm_1920545000000366006,Rejected,Right Now they are not interested to buy because they don't have the budget now.,zcrm_1920545000000466005,zcrm_1920545000000366006,zcrm_1920545000000366006,2016-12-07 13:23:53,2016-12-07 13:23:53
zcrm_1920545000000633007,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607065,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-02-28 18:30:05,2017-02-28 18:30:05
zcrm_1920545000000633023,zcrm_1920545000000511027,,have sent mail,zcrm_1920545000000607073,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-02-28 18:45:19,2017-02-28 18:45:19
zcrm_1920545000000633031,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607077,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-02-28 18:48:13,2017-02-28 18:48:13
zcrm_1920545000000637011,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607107,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 13:30:08,2017-03-01 13:30:08
zcrm_1920545000000637023,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607103,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 13:34:56,2017-03-01 13:34:56
zcrm_1920545000000637027,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607102,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 13:47:04,2017-03-01 13:47:04
zcrm_1920545000000637031,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607102,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 13:48:27,2017-03-01 13:48:27
zcrm_1920545000000637035,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607101,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 13:48:44,2017-03-01 13:48:44
zcrm_1920545000000637047,zcrm_1920545000000511027,,sent email,zcrm_1920545000000607098,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 13:54:29,2017-03-01 13:54:29
zcrm_1920545000000637059,zcrm_1920545000000511027,,requested for result interpretation document,zcrm_1920545000000607107,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:07:39,2017-03-01 14:07:39
zcrm_1920545000000637063,zcrm_1920545000000511027,,sent the cataloge of 770 with result sheet,zcrm_1920545000000607107,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:10:05,2017-03-01 14:10:05
zcrm_1920545000000637067,zcrm_1920545000000511027,,"had a good conversation with sir. 
he will revert back",zcrm_1920545000000607098,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:24:02,2017-03-01 14:24:02
zcrm_1920545000000637071,zcrm_1920545000000511027,,spoke on phone. will revert if there is requirement,zcrm_1920545000000607101,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:35:00,2017-03-01 14:35:00
zcrm_1920545000000637079,zcrm_1920545000000511027,,will have requirement later in 2017,zcrm_1920545000000607102,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:41:15,2017-03-01 14:41:15
zcrm_1920545000000637083,zcrm_1920545000000511027,,He was in ICU call later today,zcrm_1920545000000607103,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:41:53,2017-03-01 14:41:53
zcrm_1920545000000637087,zcrm_1920545000000511027,,email is sent,zcrm_1920545000000607090,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:54:37,2017-03-01 14:54:37
zcrm_1920545000000637091,zcrm_1920545000000511027,,requested to follow up in coming week. He will be placing the product in the internal meeting.,zcrm_1920545000000607090,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:57:23,2017-03-01 14:57:23
zcrm_1920545000000637095,zcrm_1920545000000511027,,"email sent. 

Had called last week. He was out of india. 

He will be providing us with the list of all dealers.",zcrm_1920545000000607085,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 14:59:51,2017-03-01 14:59:51
zcrm_1920545000000637099,zcrm_1920545000000511027,,Spoke to him today. He will be sending it soon,zcrm_1920545000000607085,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 15:01:00,2017-03-01 15:01:00
zcrm_1920545000000637107,zcrm_1920545000000511027,,Sent new mail with all contacts of breach candy hospital in cc,zcrm_1920545000000564019,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-01 15:10:11,2017-03-01 15:10:11
zcrm_1920545000000642241,zcrm_1920545000000511027,,"He has requested for a demo in his khopoli hospital in the next week.
Will be arranging for it accordingly.",zcrm_1920545000000564136,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 19:58:25,2017-03-03 19:58:25
zcrm_1920545000000642245,zcrm_1920545000000511027,,he will place order on 20th march,zcrm_1920545000000573039,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 19:59:32,2017-03-03 19:59:32
zcrm_1920545000000642249,zcrm_1920545000000511027,,270. sent final quote of 5.52 lac,zcrm_1920545000000573039,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 19:59:44,2017-03-03 19:59:44
zcrm_1920545000000642253,zcrm_1920545000000511027,,will take more time. but the order is confirmed,zcrm_1920545000002267031,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 20:00:17,2017-03-03 20:00:17
zcrm_1920545000000642257,zcrm_1920545000000511027,,called once. Will follow up again in 2d week of march,zcrm_1920545000000642157,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 20:01:32,2017-03-03 20:01:41
zcrm_1920545000000642263,zcrm_1920545000000511027,,7th march he has told me to call him and then he will let me know if he needs a demo or not,zcrm_1920545000000642158,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 20:02:12,2017-03-03 20:02:12
zcrm_1920545000000642267,zcrm_1920545000000511027,,they will be coming to churchgate for practice. on 9th march. I have to call on 8th to confirm the demo,zcrm_1920545000000642159,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 20:02:58,2017-03-03 20:02:58
zcrm_1920545000000642271,zcrm_1920545000000511027,,suggested to conduct demo at one place,zcrm_1920545000000642160,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 20:03:32,2017-03-03 20:03:32
