Call Id,Call Owner Id,Subject,Call Type,Call Purpose,Contact Name,Related To,Call Start Time,Call Duration,Call Duration (in seconds),Description,Call Result,Created by ID,Modified by ID,Created Time,Modified Time,Reminder,Layout ID,Tag,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,ClickToCall,Outgoing Call Status,Call Agenda,Caller ID,Dialled Number,Customer Number,Scheduled in CRM,Record Id
zcrm_1920545000000315098,zcrm_1920545000000097003,Follow Up Call,Outbound,Prospecting,zcrm_1920545000000315079,zcrm_1920545000000315081,2016-08-10 08:00:00,,0,,,zcrm_1920545000000240001,zcrm_1920545000000097003,2016-08-09 14:10:04,2017-09-18 16:09:29,2016-08-09 22:50:00.0,,,,,,,false,Scheduled,,,,,True,zcrm_1920545000000315098
zcrm_1920545000000320001,zcrm_1920545000000240001,Call,Outbound,Prospecting,zcrm_1920545000000186007,zcrm_1920545000000186005,2016-08-11 15:35:28,00:39,39,Follow Up Call,,zcrm_1920545000000240001,zcrm_1920545000000240001,2016-08-11 15:36:34,2016-08-11 15:36:34,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000320001
zcrm_1920545000000384023,zcrm_1920545000000243017,Had a conversation on inbody,Outbound,Prospecting,,zcrm_1920545000000256013,2016-09-02 18:49:00,00:00,0,Asked for product mail details.,,zcrm_1920545000000243017,zcrm_1920545000000243017,2016-09-02 18:50:57,2016-09-02 18:50:57,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000384023
zcrm_1920545000000643016,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000564019,2017-03-06 04:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-03 19:50:05,2017-04-10 14:34:52,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000643016
zcrm_1920545000000672056,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000672051,2017-03-23 08:01:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-20 20:01:23,2017-03-23 20:02:47,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000672056
zcrm_1920545000000674011,zcrm_1920545000000240001,Follow Up,Outbound,Prospecting,zcrm_1920545000000610055,zcrm_1920545000000610057,2017-03-20 19:22:00,00:00,0,,,zcrm_1920545000000240001,zcrm_1920545000000240001,2017-03-20 19:23:15,2017-03-20 19:23:15,,,,,,,,false,Completed,,,,,False,zcrm_1920545000000674011
zcrm_1920545000000677001,zcrm_1920545000000366012,Daily calls,Outbound,Demo,,zcrm_1920545000000526001,2017-03-20 01:30:00,00:00,0,I suggested for a demo and he said he will get back to me after checking his dates,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:23:22,2017-03-21 01:23:22,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677001
zcrm_1920545000000677009,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000682001,2017-03-20 02:15:00,00:00,0,Spoke to him arrange a demo for the hospital he said he will get back to me,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:51:55,2017-03-21 01:51:55,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677009
zcrm_1920545000000677025,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000677021,2017-03-20 02:40:00,00:00,0,Spoke to him suggesting a demo and took his appointment for tomorrow for the same,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:58:18,2017-03-21 01:58:18,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677025
zcrm_1920545000000677029,zcrm_1920545000000366012,Follow up,Outbound,,,zcrm_1920545000000526001,2017-03-21 01:00:00,00:00,0,Called to follow up for demo but he was too busy,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:42:50,2017-03-22 00:42:50,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677029
zcrm_1920545000000677033,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000502137,2017-03-21 06:05:00,00:00,0,Fixed a time for demo in the gym 4:30-9pm,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:47:13,2017-03-22 00:47:13,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677033
zcrm_1920545000000677037,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000677005,2017-03-21 01:37:00,00:00,0,Tried again to get her demo appointment as I have the machine for few days now,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:56:42,2017-03-22 00:56:42,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677037
zcrm_1920545000000677041,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000677021,2017-03-21 02:00:00,00:00,0,To confirm today's demo as it was delayed as machine couldn't make it on time,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 01:00:53,2017-03-22 01:00:53,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677041
zcrm_1920545000000677045,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000679013,2017-03-21 02:15:00,00:00,0,To schedule a demo he said he will discuss with his team and let me know by tomorrow,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 01:04:09,2017-03-22 01:04:09,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677045
zcrm_1920545000000677049,zcrm_1920545000000366012,Follow up for demo,Outbound,,zcrm_1920545000000950071,zcrm_1920545000000950073,,00:00,0,To coordinate for today's demo,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 18:58:37,2017-04-21 15:50:22,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000677049
zcrm_1920545000000678001,zcrm_1920545000000366012,Daily calls,Outbound,Demo,,zcrm_1920545000000502137,2017-03-20 01:40:00,00:00,0,Spoke to the owner of seven star suggesting demo and he said he will check the dates and ask his manager to call me back to discuss more,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:25:43,2017-03-21 01:25:43,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000678001
zcrm_1920545000000678009,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000677013,2017-03-20 02:20:00,00:00,0,Spoke to owner though he uses another device I convinced him for a demo in his other gym,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:54:07,2017-03-21 01:54:07,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000678009
zcrm_1920545000000678013,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000679013,2017-03-20 02:45:00,00:00,0,Spoke to him for demo and took his appointment for the same,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 02:00:16,2017-03-21 02:00:16,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000678013
zcrm_1920545000000678017,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000502137,2017-03-21 01:15:00,00:00,0,Followed up to fix time for the demo he said he will let me know by afternoon,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:46:02,2017-03-22 00:46:02,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000678017
zcrm_1920545000000678021,zcrm_1920545000000366012,Follow up for demo,Outbound,,zcrm_1920545000000950029,zcrm_1920545000000950031,2017-03-21 23:30:00,00:00,0,To follow up for the demo at the club,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 18:55:58,2017-04-21 15:45:03,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000678021
zcrm_1920545000000679001,zcrm_1920545000000366012,Daily calls,Outbound,Demo,,zcrm_1920545000000502101,2017-03-20 01:45:00,00:00,0,"Called the owner Mr. Patel, he didn't answer but I left him a message suggesting demo to which he didn't reply either as he is currently not interested",,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:35:27,2017-03-21 01:35:27,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000679001
zcrm_1920545000000679005,zcrm_1920545000000366012,Daily calls,Outbound,Demo,,zcrm_1920545000000502129,2017-03-20 01:55:00,00:00,0,Spoke to the owner who i was chasing from past 5 months finally got his appointment for tomorrow 11am,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:40:56,2017-03-21 01:40:56,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000679005
zcrm_1920545000000679017,zcrm_1920545000000366012,Follow up for demo,Outbound,,zcrm_1920545000000950071,zcrm_1920545000000950073,2017-03-21 02:30:00,00:00,0,To confirm tomorrow's demo from 3-7pm at Rajpath,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:53:44,2017-04-21 15:50:22,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000679017
zcrm_1920545000000679021,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000677005,2017-03-21 08:20:00,00:00,0,Tried again in the evening,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:57:33,2017-03-22 00:57:33,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000679021
zcrm_1920545000000679025,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000677013,2017-03-21 01:45:00,00:00,0,Follow up for demo in his gym he said he will let me know by tomorrow,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:58:35,2017-03-22 00:58:35,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000679025
zcrm_1920545000000679031,zcrm_1920545000000366012,Follow up for meeting,Outbound,,,zcrm_1920545000000526001,2017-03-22 05:45:00,00:00,0,Finally Spoke to him after lot of follow ups he said he will try to meet in a day or two,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 18:54:18,2017-03-22 18:54:18,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000679031
zcrm_1920545000000680001,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000502117,2017-03-20 01:50:00,00:00,0,Spoke to Mr. Parsana as we we were not able to service his machine due to lack of resources so I somehow convinced him to give time for tomorrow in order to train their staff and service their machine,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:39:25,2017-03-21 01:39:25,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000680001
zcrm_1920545000000680005,zcrm_1920545000000366012,Daily calls,Outbound,,zcrm_1920545000000950029,zcrm_1920545000000950031,2017-03-20 02:05:00,00:00,0,Spoke to Mr. Patel trying to get his appointment for a long time so finally took his appointment for today evening,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:44:43,2017-04-21 15:45:03,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000680005
zcrm_1920545000000680009,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000677005,2017-03-20 02:10:00,00:00,0,Tried to reach her in order to get her appointment for demo but she seemed very busy,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:47:29,2017-03-21 01:47:29,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000680009
zcrm_1920545000000680021,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000679009,2017-03-22 03:10:00,00:00,0,For demo but he said he hasn't heard from them yet,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 18:51:17,2017-03-22 18:51:17,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000680021
zcrm_1920545000000681001,zcrm_1920545000000366012,Daily calls,Outbound,,zcrm_1920545000000950071,zcrm_1920545000000950073,2017-03-20 02:00:00,00:00,0,Spoke to the coordinator to confirm the demo for day after from 2pm to 7pm at their club,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:42:05,2017-04-21 15:50:22,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000681001
zcrm_1920545000000681005,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000679009,2017-03-20 02:13:00,00:00,0,Followed up with him for tender so that we can give a demo of the machine,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:49:32,2017-03-21 01:49:32,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000681005
zcrm_1920545000000681009,zcrm_1920545000000366012,Daily calls,Outbound,,,zcrm_1920545000000677017,2017-03-20 02:30:00,00:00,0,Spoke to him as he is a very hot lead for Eastern India looking for higher model for his customer,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-21 01:56:21,2017-03-21 01:56:21,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000681009
zcrm_1920545000000681013,zcrm_1920545000000366012,Follow-up for tender demo,Outbound,Demo,,zcrm_1920545000000679009,2017-03-21 00:45:00,00:00,0,Followed up for arranging the demo to help Dawson with tender but he said that the university is having exams so I pushed him to try again,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:41:35,2017-03-22 00:41:35,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000681013
zcrm_1920545000000681017,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000502137,,00:00,0,To make sure that they are ready for tomorrow's demo,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 18:55:12,2017-03-22 18:55:12,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000681017
zcrm_1920545000000681021,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000679013,,00:00,0,To coordinate for day after tomorrow's demo,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 18:58:00,2017-03-22 18:58:00,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000681021
zcrm_1920545000000681025,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000677013,2017-03-22 06:33:00,00:00,0,To make sure the arrangement for tomorrow's demo is on track,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 19:04:37,2017-03-22 19:04:37,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000681025
zcrm_1920545000000682005,zcrm_1920545000000366012,To confirm meeting,Outbound,,,zcrm_1920545000000502117,2017-03-21 01:20:00,00:00,0,Spoke to him to confirm his appointment in the evening,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:48:48,2017-03-22 00:48:48,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000682005
zcrm_1920545000000682009,zcrm_1920545000000366012,Follow up for demo,Outbound,,zcrm_1920545000000950029,zcrm_1920545000000950031,2017-03-21 01:32:00,00:00,0,Called to confirm demo but he had to leave for some work so will let me know for thursday or friday,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 00:54:56,2017-04-21 15:45:03,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000682009
zcrm_1920545000000682013,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000677021,2017-03-21 04:30:00,00:00,0,Tried to convince him to reschedule the demo for a little later time to make sure I manage to complete the demo today itself,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 01:02:22,2017-03-22 01:03:05,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000682013
zcrm_1920545000000682017,zcrm_1920545000000366012,Follow up for demo,Outbound,,,zcrm_1920545000000677005,2017-03-22 02:30:00,00:00,0,Tried to reach for demo appointment but they said that they are leaving for out of country tomorrow,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-22 18:57:13,2017-03-22 18:57:13,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000682017
zcrm_1920545000000684028,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000684023,2017-04-10 15:07:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-21 15:07:43,2017-04-10 17:21:52,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000684028
zcrm_1920545000000684060,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000558074,2017-03-23 16:33:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-21 16:33:13,2017-03-30 14:59:10,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000684060
zcrm_1920545000000684077,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000564136,2017-04-03 16:43:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-21 16:43:26,2017-04-03 16:52:28,,,,,,,,false,Cancelled,,,,,True,zcrm_1920545000000684077
zcrm_1920545000000688074,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000652055,2017-03-24 06:28:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-22 18:28:31,2017-03-31 19:57:48,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000688074
zcrm_1920545000000693159,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000607065,2017-03-28 14:17:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-23 14:18:07,2017-03-31 17:51:12,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000693159
zcrm_1920545000000693169,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000642163,2017-07-22 14:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-23 15:28:22,2017-07-28 14:39:11,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000693169
zcrm_1920545000000693174,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000642161,2017-09-01 15:28:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-23 15:28:46,2017-09-01 17:41:34,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000693174
zcrm_1920545000000714002,zcrm_1920545000001695001,call,Outbound,,,zcrm_1920545000000706009,2017-07-04 14:02:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-30 14:03:01,2017-07-13 18:22:44,2017-07-04 05:02:00.0,,,,,,,false,Overdue,,,,,True,zcrm_1920545000000714002
zcrm_1920545000000714009,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000672028,2017-12-05 15:25:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 14:07:36,2017-12-05 15:34:12,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000714009
zcrm_1920545000000714018,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000552336,2017-12-01 14:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 14:25:43,2017-12-05 15:19:22,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000714018
zcrm_1920545000000714025,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000552718,2017-04-13 14:29:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-30 14:29:58,2017-04-17 20:24:19,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000714025
zcrm_1920545000000714034,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000552331,2017-08-02 19:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 14:45:55,2017-08-02 19:49:48,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000714034
zcrm_1920545000000714104,zcrm_1920545000000511027,call,Outbound,,zcrm_1920545000005476588,zcrm_1920545000005476591,2018-02-23 15:10:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-30 15:11:01,2018-03-08 18:53:36,,,,2018-02-23 17:04:46,,,2018-03-08 18:53:36,false,Completed,,,,,True,zcrm_1920545000000714104
zcrm_1920545000000714115,zcrm_1920545000000511027,call,Outbound,,zcrm_1920545000004182004,zcrm_1920545000005476621,2017-04-10 15:16:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-30 15:16:19,2018-03-08 18:57:58,,,,,,,2018-03-08 18:57:58,false,Completed,,,,,True,zcrm_1920545000000714115
zcrm_1920545000000714166,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000607515,2017-11-21 17:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 15:54:40,2017-11-21 19:08:46,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000714166
zcrm_1920545000000714206,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000642166,2018-06-27 07:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 17:37:17,2018-06-29 16:22:33,,,,2018-06-29 16:22:33,,,,false,Completed,,,,,True,zcrm_1920545000000714206
zcrm_1920545000000714293,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000684036,2017-08-01 19:35:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 19:36:15,2017-08-02 20:32:56,,,,,,,,false,Cancelled,,,,,True,zcrm_1920545000000714293
zcrm_1920545000000714301,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000684032,2018-03-30 19:38:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 19:38:46,2018-03-30 20:30:42,,,,2018-03-30 20:30:42,,,,false,Completed,,,,,True,zcrm_1920545000000714301
zcrm_1920545000000714312,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000684081,2018-03-30 19:42:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-30 19:42:37,2018-03-30 20:30:34,,,,2018-03-30 20:30:34,,,,false,Completed,,,,,True,zcrm_1920545000000714312
zcrm_1920545000000714323,zcrm_1920545000001284001,email,Outbound,,,zcrm_1920545000000688111,2018-06-01 19:50:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-30 19:50:20,2018-06-01 19:50:00,2018-06-01 10:50:00.0,,,,,,,false,Overdue,,,,,True,zcrm_1920545000000714323
zcrm_1920545000000722005,zcrm_1920545000000366012,Follow up,Outbound,,,zcrm_1920545000000677021,2017-03-31 09:18:00,00:00,0,He is taking a demo from Jawon trying to explain the difference,,zcrm_1920545000000366012,zcrm_1920545000000366012,2017-03-31 21:48:47,2017-03-31 21:48:47,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000000722005
zcrm_1920545000000725017,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000000684044,2017-05-04 03:33:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-03-31 15:33:38,2017-05-04 15:33:08,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000725017
zcrm_1920545000000725024,zcrm_1920545000001670001,call,Outbound,,,zcrm_1920545000000714029,2017-08-01 03:40:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-03-31 15:40:44,2017-11-07 15:59:54,,,,,,,,false,Completed,,,,,True,zcrm_1920545000000725024
