Record Id,Deal Owner ID,Amount,Deal Name,Closing Date,Company ID,Stage,Type,Probability (%),Next Step,Lead Source,Campaign Source ID,Created by ID,Modified by ID,Created Time,Modified Time,Description,Customer ID,Expected Revenue,Last Activity Time,Lead Conversion Time,Sales Cycle Duration,Overall Sales Duration,Territory,Customer ID.1,Score,Positive Score,Product,Reject Information,Tag,Prediction,LAST_ACTION,LAST_SENT_TIME,LAST_ACTION_TIME,Pipeline,Deal Category Status,Amount in $,D evaluate,discount,Edit,Payment terms,State,Lead Source-2,Sales Person,Referral ID,Warranty,Serial Number 2,Serial Number 1,Serial Number 4,Serial Number 3,Channel
zcrm_1920545000000170033,zcrm_1920545000000240001,300000.0,Private Nutritionist-,2016-07-30,zcrm_1920545000000170029,10.Archive,,0,,Outbound - cold visit,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-07 04:05:32,2021-05-21 14:37:21,"Ms. Monisha is a Nutritionist who is working at K.S. Medical Academy, Mangalore which is a city in Karnataka. She is setting up her own clinic and wants to purchase a portable model which she can move around for conducting events in the city. I have briefed her about IB 120 and have provided her with all the details. She will get back to me shortly.",zcrm_1920545000000170031,0.0,2021-05-21 14:37:21,0.0,53.0,53.0,West 1,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000171009,zcrm_1920545000000240001,430000.0,"Gethins Gym- (Kothapet, Hyderabad)",2016-08-04,zcrm_1920545000000171005,6. Installation,,100,,Client referral,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-07 04:22:57,2021-03-17 20:26:44,"Mr. Satish Paryada is the Master Franchise of Gethins Gym for South India. To give a brief detail on the Gethins Gym, I got in touch with Mr. Jag Chima who is the brain child along with Kris Gethin who is a Celebrity Trainer in India at BodyPower Expo in 2015. After that I developed great association with Mr. Jag Chima & got InBody 270 approved after giving a demo to Kris Gethin & Jag Chima. 

Have installed InBody 270 at their first centre in April at Banjara Hills. Meanwhile, during this Physique Global tour I have had a discussion with Mr. Jag Chima and have emphasised on procuring InBody 570. While, Mr. Chima is quite interested in InBody 570, he has mentioned that the final approval will come from Mr. Satish Paryada who is the master franchise for Gethins Gym in South India. 

I am meeting Mr. Jag Chima in Mumbai on 8th June, 2016 during my upcoming business trip & will get to know their decision on the same.",zcrm_1920545000000171007,430000.0,2021-03-17 20:26:44,0.0,58.0,58.0,,,0,0,,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
zcrm_1920545000000171033,zcrm_1920545000000240001,500000.0,F 45 Fitness & Health Club-,2016-07-31,zcrm_1920545000000171029,10.Archive,,0,,Seminar,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-07 04:38:13,2021-05-21 14:37:21,"Met the concerned person Mr. Pradeep from F 45 at Physique Global Tour in Bangalore and he showed interest in InBody devices. He has asked me to send him the details along with the pricing of all the different InBody variants which are appropriate for Fitness centre. 

Upon going through the same, he will make a decision on the same.",zcrm_1920545000000171031,0.0,2021-05-21 14:37:21,0.0,54.0,54.0,South,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000171057,zcrm_1920545000003466001,1050000.0,Apple Fitness (Chikmagalur Centre),2016-08-03,zcrm_1920545000000285001,7. Deal Closed (Payment done),,100,,Seminar,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-07 04:46:05,2021-03-17 20:24:09,"Apple Fitness is another upcoming Corporate Fitness chain which has got 3 centres in Bangalore and they are coming up with 3 more centers within next one year. Mr. Kiran is the owner of this brand and I met him at the Physique Global City tour in Bangalore as he attended the seminar. He is using InBody 230 previously and now wants to purchase InBody 270 for his upcoming centre. 

Have provided him with all the information regarding InBody 270 along with the pricing.",zcrm_1920545000000171055,1050000.0,2021-03-17 20:24:09,0.0,57.0,57.0,South,,0,0,InBody270,,,,,,,Standard (Standard),Pipeline,,,,False,,,,Karn Sharma,,Over Warranty,,,,,
zcrm_1920545000000181009,zcrm_1920545000000240001,500000.0,Evolve Fitness-,2016-07-22,zcrm_1920545000000791083,10.Archive,,0,,Outbound - cold visit,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-12 19:26:23,2021-05-21 14:37:21,Made a cold call to Mr. Tanmay Mishra as we got an inquiry on our website. He is coming up with a fitness center & wanted to know about InBody 230 & InBody 270. I have briefed him about InBody 270 and provided him all the relevant details along with the quotation for InBody 270. He will get back to me shortly after discussing with his team.,zcrm_1920545000000181007,0.0,2021-05-21 14:37:21,0.0,40.0,40.0,North,,0,0,InBody120,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000181033,zcrm_1920545000003466001,475000.0,"Occupational Health Centre, HeroMotor Corp. Ltd.-",2016-06-30,zcrm_1920545000001397009,7. Deal Closed (Payment done),,100,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-12 19:35:30,2021-03-17 20:24:09,"HereMotoCorp is a Corporate organisation & Dr. Rajat Kumar Saha is incharge for their Health Center. They are interested in purchasing our InBody BCA device. He visited our office & took demonstration for InBody 270 and liked the machine. However, since they have a budget of Rs. 4,00,000/- for BCA device we had no option but to quote InBody 270 only. However, we have currently provided them with the final price of Rs. 4,75,000/- and Dr. Rajat has informed that he will get back to us after getting approval from hire management.",zcrm_1920545000000181031,475000.0,2021-03-17 20:24:09,0.0,18.0,18.0,West 2,,0,0,InBody270,,,,,,,Standard (Standard),Pipeline,,,,False,,,,Karn Sharma,,Over Warranty,,,,,
zcrm_1920545000000182009,zcrm_1920545000000240001,500000.0,Fitness Edge Gym-,2016-07-25,zcrm_1920545000000182005,10.Archive,,0,,Inbound-Call,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-12 20:21:41,2021-05-21 14:37:21,"This is a Gym in Lovely Professional University in Phagwara, Punjab. They have been using InBody 170 from last couple of years. Now they want to upgrade to InBody 270 & have inquired about the same. Karn got a call from the customer & I took a follow for the same. They wanted details about InBody 270 along with the pricing. Have shared all the details with them.",zcrm_1920545000000182007,0.0,2021-05-21 14:37:21,0.0,43.0,43.0,North,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000182036,zcrm_1920545000000240001,460000.0,Golds Gym (Pune Franchise)-,2016-07-04,zcrm_1920545000000182032,10.Archive,,0,,Dealer referral,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-12 23:38:31,2021-05-21 14:37:21,Mr. Anil is coming up with a Golds Gym franchise in Pune. Have provided him with the product details along with Golds Gym Corporate pricing. He will be getting back to me shortly.,zcrm_1920545000000182034,0.0,2021-05-21 14:37:21,0.0,22.0,22.0,West 1,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000182060,zcrm_1920545000000240001,400000.0,Gym Owner-,2016-06-10,zcrm_1920545000000182056,9. Rejected,,0,,Outbound - cold visit,,zcrm_1920545000000117001,zcrm_1920545000000097003,2016-06-13 00:43:37,2019-10-31 18:53:16,"Got this inquiry on our website & had a communication with the customer. However, due to lack of budget the customer rejected to go for InBody BCA device.",zcrm_1920545000000182058,0.0,2019-10-31 18:53:16,0.0,0.0,0.0,South,,0,0,,,,,,,,Standard (Standard),Omitted,,,,False,,,,,,,,,,,
zcrm_1920545000000182084,zcrm_1920545000001530001,370047.0,EDMO Clinic-,2018-11-01,zcrm_1920545000000182080,7. Deal Closed (Payment done),,100,,Outbound - cold visit,,zcrm_1920545000000117001,zcrm_1920545000008345001,2016-06-13 01:01:37,2021-05-24 14:23:35,"Dr. Rucha Mehta is an endocrinologist and inquired about InBody BCA devices. However, due to her budget which was way too long as Rs. 1,00,000/- we could not even offer her InBody 120.",zcrm_1920545000000182082,370047.0,2021-05-24 14:23:35,0.0,872.0,872.0,West 2,,0,0,InBody270,,,,,,,Standard (Standard),Closed,,,,False,,,,Mahesh Gulwani,,Under warranty,,F91804681 - 30.07.2018,,,
zcrm_1920545000000186009,zcrm_1920545000000240001,500000.0,Fit Squad Pvt. Ltd.-,2016-07-31,zcrm_1920545000000186005,8. Closed Lost to Competition,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000000097003,2016-06-14 19:15:30,2018-03-14 01:04:04,"Got this lead forwarded by Marcia. Had a word with Mr. Imran Bajaj who is owner of the Gym. After having a telephonic discussion with him, he has requested to send the quotation for InBody 270 along with the product catalog. Upon going through the same he will get back to me.",zcrm_1920545000000186007,0.0,2019-02-13 01:11:19,0.0,47.0,47.0,North,,0,0,,,,,,,,Standard (Standard),Omitted,,,,False,,,,,,,,,,,
zcrm_1920545000000186033,zcrm_1920545000000240001,600000.0,Balanced Physiotherapy Centre-,2016-07-30,zcrm_1920545000000186029,10.Archive,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-14 19:22:26,2021-05-21 14:37:21,"Lead forwarded by Marcia. Had a telephonic discussion with Mr. Antony Joseph. He is a Physiotherapist and is running is own private clinic. Since he is beginning weight lost management program at this centre, he is interested in purchasing a BCA device. I initiated talking about InBody 570 however, he mentioned that he does not have that much budget, therefore I have briefed him about InBody 370. He has requested for product catalog and pricing for the same & he will get back to me after sometime.",zcrm_1920545000000186031,0.0,2021-05-21 14:37:21,0.0,46.0,46.0,South,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000186057,zcrm_1920545000000240001,500000.0,Weight Loss Management Centre-,2016-07-30,zcrm_1920545000000186053,10.Archive,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-14 19:36:02,2021-05-21 14:37:21,"Got this inquiry on InBody India website. Contacted Mr. Mehul Desai and got to know that her wife is a clinical nutritionist and is planning to set up a Weight Loss Management centre. Mr. Mehul Desai has shown interest in InBody 270, however I have asked him to go for InBody 370. He has mentioned that he will be visiting Delhi shortly and would like to have a demo for both InBody 270 & InBody 370 and then decide on which model to go for.",zcrm_1920545000000186055,0.0,2021-05-21 14:37:21,0.0,46.0,46.0,West 2,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000194009,zcrm_1920545000000240001,500000.0,Red Rocks Gym & Spa-,2016-06-22,zcrm_1920545000000194005,6. Installation,,100,,Outbound - cold visit,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-20 01:40:17,2021-03-17 20:26:44,"Got a reference from a Gym trainer & contacted Mr. Vinamra Gupta. He is coming up with a Gym and wants to buy InBody BCA device. He wants to buy InBody 230 & since we have 2 units left in stock, I have quoted him the same. He will get back to me by next week.",zcrm_1920545000000194007,500000.0,2021-03-17 20:26:44,0.0,3.0,3.0,North,,0,0,,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
zcrm_1920545000000194033,zcrm_1920545000000240001,470000.0,Fitness Premier-,2016-07-14,zcrm_1920545000000194029,10.Archive,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-20 01:46:11,2021-05-21 14:37:21,"Got this reference through our InBody India website & had a discussion with Mr. Siddharth Rege. He is coming up with a fitness centre in Mumbai with the name Fitness Premier. He is interested in InBody 230 and will be quoting the same as we have 2 units of InBody 230 in stock. 

Since, we will be in Mumbai, the customer has asked me to contact him and may be he will meet us during our stay in Mumbai, discussing about his requirement.",zcrm_1920545000000194031,0.0,2021-05-21 14:37:21,0.0,25.0,25.0,West 1,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000194057,zcrm_1920545000000240001,350000.0,Global Insurance-,2016-07-15,zcrm_1920545000000194053,10.Archive,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-20 01:52:13,2021-05-21 14:37:21,"Got this lead on our website. Got in touch with Ms. Puja Parekh who is working in Global Insurance Corporation. This is a Corporate organisation, and they want to buy a portable model (inBody 120) for their employees. I have quoted them InBody 120 and she will get back to me after discussing with the senior management.",zcrm_1920545000000194055,0.0,2021-05-21 14:37:21,0.0,26.0,26.0,West 1,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000203039,zcrm_1920545000000240001,500000.0,Perfect Physio-,2016-07-27,zcrm_1920545000000203035,9. Rejected,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000000097003,2016-06-23 13:40:40,2018-03-14 01:00:22,"Got inquiry from Dr. Rakesh Kumar for InBody 270 for his clinic. He is based in Chandigarh, Punjab and came to Delhi to have a demonstration of InBody 270 and was satisfied with the product. Meanwhile, he mentioned he will organize funds & will inform us in 30 days time for finalization of his order.",zcrm_1920545000000203037,0.0,2019-02-13 01:11:18,0.0,34.0,34.0,North,,0,0,,,,,,,,Standard (Standard),Omitted,,,,False,,,,,,,,,,,
zcrm_1920545000000203065,zcrm_1920545000000240001,480000.0,Nutri Charge-,2016-07-30,zcrm_1920545000000203061,10.Archive,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-23 13:48:47,2021-05-21 14:37:21,Got this inquiry online on our website. Nutra Charge is basically a food supplement Company owned by Mr. Manoj Kothari in Mumbai. They are interested in purchasing InBody BCA device & use it for evaluation of fitness levels of individuals & sell their food supplements on that basis. Have shared product details of InBody 270 along with the pricing of the same.,zcrm_1920545000000203063,0.0,2021-05-21 14:37:21,0.0,37.0,37.0,West 1,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000203089,zcrm_1920545000000240001,500000.0,Joshi Health Clubs-,2016-07-28,zcrm_1920545000000203085,9. Rejected,,0,,Outbound - cold visit,,zcrm_1920545000000117001,zcrm_1920545000000097003,2016-06-23 13:54:02,2019-10-31 18:53:16,Got reference of Joshi Health Clubs from a Gym trainer from Neo Fitness in Raipur (Central India). The Gym is owned by Dr. Pawan Joshi and he is interested in purchasing InBody BCA device. Have quoted him InBody 230 & InBody 270. He will get back to us after going through the product catalogs.,zcrm_1920545000000203087,0.0,2019-10-31 18:53:16,0.0,35.0,35.0,,,0,0,,,,,,,,Standard (Standard),Omitted,,,,False,,,,,,,,,,,
zcrm_1920545000000203113,zcrm_1920545000000240001,460000.0,Golds Gym (Bhuwaneshwar)-,2016-07-07,zcrm_1920545000000203109,6. Installation,,100,,Dealer referral,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-23 14:02:58,2021-03-17 20:26:44,"Mr. Khatib Rehman is coming up with a Golds Gym in Bhuwnaeshwar, Odisha and he plans to launch the center in August. He will be going for InBody 270 & will place the order once he is ready for his centre's pre-sales in the beginning of August.",zcrm_1920545000000203111,460000.0,2021-03-17 20:26:44,0.0,14.0,14.0,East,,0,0,,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
zcrm_1920545000000203137,zcrm_1920545000000240001,550000.0,Sports Authority of India - Indian Badiminton Team-,2016-07-12,zcrm_1920545000000203133,6. Installation,,100,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-23 14:17:24,2021-03-17 20:26:44,"Got inquiry from Dr. Kiran who is a Physiotherapist in Indian Badminton team. They are interested in purchasing InBody BCA device for their Badminton team. While, I tried really hard to convince them to go for InBody 570 as it is the best suited InBody model for their department, but since the budget allocated by the Government is not more than Rs. 5,50,000/- they had no option but to settle down for InBody 270. However, Dr. Kiran has mentioned that may be in next year budget they can put InBody 570 in their budget and acquire the device.",zcrm_1920545000000203135,550000.0,2021-03-17 20:26:44,0.0,0.0,0.0,,,0,0,,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
zcrm_1920545000000208009,zcrm_1920545000000240001,450000.0,Talwalkars Gym-,2016-07-26,zcrm_1920545000000208005,10.Archive,,0,,OnlineStore,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-06-27 13:58:50,2021-05-21 14:37:21,"This is an inquiry forwarded by Marcia. Talwalkars is a Corporate Chain of Gyms in India and few of their centers are already using InBody devices. Mr. Madhukar Talwalkar is the owner of the Gym chain & myself & Marcia have met him as well. Meanwhile, since their Gyms are low budget Gyms, few of the centers opt for Body Composition Analysers.

However, Mr. Harish Kumar is the Operations Manager for South India centers and he is interested in purchasing InBody 270 for his Bangalore centre. Had a telephonic conversation with him & he has requested me to send quotation for InBody 270 along with product catalogs and specifications.",zcrm_1920545000000208007,0.0,2021-05-21 14:37:21,0.0,29.0,29.0,South,,0,0,,,,,,,,Standard (Standard),Pipeline,,,,False,,,,,,,,,,,
zcrm_1920545000000217005,zcrm_1920545000000240001,480180.0,Endurance Fitness-,2016-11-23,zcrm_1920545000000217001,6. Installation,New Business,100,,Outbound - cold visit,,zcrm_1920545000000127001,zcrm_1920545000016756022,2016-07-05 19:31:14,2021-03-17 20:24:09,Order finalised with Mr. Sunil Madane who is the owner of Endurance Fitness. They are coming up with another Gym and have decided to go for InBody 270 for their centre.,zcrm_1920545000000217003,480180.0,2021-03-17 20:24:09,41.0,141.0,182.0,West 1,,0,0,InBody270,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
zcrm_1920545000000221009,zcrm_1920545000000240001,559650.0,Apollo Group Of Hospitals-,2016-07-07,zcrm_1920545000000221005,6. Installation,,100,,Outbound - cold visit,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-07-07 21:02:31,2021-03-17 20:26:44,"We have been working on Apollo Group of Hospitals from a long time & proposed InBody 370 for their multiple centers spread across PAN India. Have provided several demo to them along with various meetings with the management in the past,I am hereby glad to inform you all that we have got InBody 370 approved & have got the order from their Nashik, Maharashtra hospital today. This is a good start for us when it comes to Apollo Hospitals & will definitely open doors for us selling more InBody 370's in their other hospitals / clinics across India.

Special credit goes to Karn for his constant support & efforts working closely with Apollo Group of Hospitals, providing them with best possible services along with product detailing & information. This order is a perfect example of team work & I would like to thank Karn for all his efforts & support for this order from Apollo Group of hospitals.",zcrm_1920545000000221007,559650.0,2021-03-17 20:26:44,0.0,0.0,0.0,West 1,,0,0,,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
zcrm_1920545000000225009,zcrm_1920545000000240001,560000.0,Golds Gym  (Karnal Franchise)-,2016-07-11,zcrm_1920545000000225005,6. Installation,,100,,Dealer referral,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-07-12 05:21:01,2021-03-17 20:26:44,"The trainer of this upcoming Golds Gym Franchise came to Jalandhar & attended Physique Global Seminar which held on 10th July, 2016. After the seminar the trainer had a discussion with me & fixed up a meeting with the owner for next day. 

I had a meeting with the customer on the way back to Delhi with the owner on 11th July, 2016 and convince them to go for InBody 370 for their centre. They have finalized the order with an advance payment.",zcrm_1920545000000225007,560000.0,2021-03-17 20:26:44,0.0,0.0,0.0,North,,0,0,,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
zcrm_1920545000000231013,zcrm_1920545000000240001,410000.0,Arvy Hospital-,2016-07-14,zcrm_1920545000000231009,6. Installation,,100,,Client referral,,zcrm_1920545000000117001,zcrm_1920545000016756022,2016-07-14 17:51:34,2021-03-17 20:26:44,"Got this sales enquiry from Johnson & Johnson India employee Mr. Harish who is a friend. 

He introduced me to Dr. Vikram Singh who is a Laparoscopic Surgeon in Aarvy Hospital. Dr. Vikram was saw our devices in VLCC and got interested in purchasing InBody device. However, being an initial setup & budget of Rs. 4 lacs, he has finalized the order for InBody 230 for his department in the hospital during my meeting with him today.",zcrm_1920545000000231011,410000.0,2021-03-17 20:26:44,0.0,0.0,0.0,North,,0,0,,,,,,,,Standard (Standard),Closed,,,,False,,,,,,Over Warranty,,,,,
