Record Id,Vendor Name,Phone,Email,Website,GL Account,Category,Vendor Owner ID,Created by ID,Modified by ID,Created Time,Modified Time,Street,City,State,Zip Code,Country,Description,Currency,Exchange Rate,Layout ID,Tag,GST Registration No,Vendor Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time
zcrm_1920545000000792088,IDEX,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:20,2018-05-08 12:34:22,"702,Sunrise Building, Waterfield Road,Bandra(W)",Mumbai,Maharashtra,400050,India,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:22
zcrm_1920545000000792089,GSI logistics,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:20,2018-05-08 12:34:22,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:22
zcrm_1920545000000792090,Basic Visual ID Technologies,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:20,2018-05-08 12:34:22,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:22
zcrm_1920545000000792091,Jumbo Xerox,26402200,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:20,2018-05-08 12:34:22,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:22
zcrm_1920545000000792092,Bandra JUMBO Xerox,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:22,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:22
zcrm_1920545000000792093,Yatra.com,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792094,Vodafone,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-09-12 16:01:45,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,27AAECI1883N1Z2,,,,,2018-09-12 15:01:45
zcrm_1920545000000792095,Ola,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792096,DHL,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:10
zcrm_1920545000000792097,HP Fuel Station,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792098,Sahara Star(Hotel),,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792099,Smoke house Deli,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792100,Noble Motors,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792101,Naukri.com,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792102,Goibibo,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:10
zcrm_1920545000000792103,IDBI Bank,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792104,jet Airways,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792105,Sonia Anil Asran,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792106,IRCTC,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792107,WPC,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792108,State Bank of India(SBI),,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792109,Tata Docomo,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-07-14 03:33:35,"D-26 TTC Industrial Area, MIDC Sanpada",Thane,Maharashtra,400703,India,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-07-14 03:33:35
zcrm_1920545000000792110,Government,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792111,Packshield Industries,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,"H.O. & Factory:D Silva Compound, N S S Road, Asalfa Village, Ghatkopar West,",Mumbai,Maharashtra,400086,India,,INR,1.000000000,zcrm_1920545000000091015,,27AAGPM7190P1ZX,,,,,2021-06-28 15:08:10
zcrm_1920545000000792112,ANTRIKSH TECHNOSYS Pvt. Ltd.,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:10
zcrm_1920545000000792113,Event Junction,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792114,Inoways,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792115,Silverfox Sports and Entertainment,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792116,Physique Global Health Care Pvt. Ltd.,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:10
zcrm_1920545000000792117,Contel Medicare Systems Pvt. Ltd.,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792118,Via.com,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792119,All cargo,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-28 19:02:47,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-28 18:02:47
zcrm_1920545000000792120,All  Cargo,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-28 19:02:47,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-28 18:02:47
zcrm_1920545000000792121,M.C.G.M,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792122,Auto Care Centre,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:10
zcrm_1920545000000792123,Carzonrent,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792124,Seabird Marine Service,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792125,Explore,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792126,CITI BANK,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792127,OYO rooms -MH,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,27AABCO6063D1ZM,,,,,2021-06-28 15:08:10
zcrm_1920545000000792128,LinkedIn Singapore Pte. Ltd.,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:10,"10 marina Boulevard marina Bay Financial Centre Tower 2, Level 30",,SINGAPORE,018983,Ireland,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:10
zcrm_1920545000000792129,Efl,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:27,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:27
zcrm_1920545000000792130,Vinaya Forwarders,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,"L-278, Street 9, Mahipalpur Extn",New Delhi,Delhi,110037,India,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792131,Burger King,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792132,Pizza Express,022664212952,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792133,Frozen Monkey,020-66904017,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792134,Paytm,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792135,MC Donalds,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792136,Moshes Fine Foods,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792137,Force Fitness India Pvt Ltd,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792138,Ambika Automobiles,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-06-28 15:08:27,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2021-06-28 15:08:27
zcrm_1920545000000792139,Punjab National Bank,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792140,The Phoenix Mills Limited,91243339999,prasadvichare@highstreetphoenix.com,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2021-07-27 03:31:42,"462, Senapati Bapat Marg, Lower Parel",MUMBAI,MAHARASTRA,400013,,,INR,1.000000000,zcrm_1920545000000091015,,27AAACP3325J1ZI,,,,,2021-07-27 03:31:42
zcrm_1920545000000792141,JONES LANG LASALLE RESIDENTIAL PVT. LTD.,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792142,TATA SIA Airlines,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792143,Jasfo Design Pvt Ltd,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792144,IX Events Pvt Ltd,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792145,Gomtesh Electronics,2382 0146,gomtesh123@gmail.com,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,"Shop No. : 1, Janardhan Building, Proctor Road, Grand Road (E), Mumbai-400007",Mumbai,Maharashtra,400007,India,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792146,Linkedin,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792147,AK Enterprises,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-08-02 20:27:27,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-08-02 19:27:27
zcrm_1920545000000792148,Dezine Creators,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792149,Navrang Electricals,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792150,MINISTRY OF CORPORATE AFFAIRS,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792151,YES Bank,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792152,Karnataka State Road Transport Corp.,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792153,SGM INFOTECH,022-4120 3441,salessgminfotech@gmail.com,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,"L-324 Ground Floor Dream Mall, Opp. Gate No. 3, 
Station Road, Bhandup west",Mumbai,MAHARASHTRA,400078,India,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792154,Radeecal Communications,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792155,Federation of Indian Chambers of Commerce & Industry,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792156,Hare Krishna Restaurant,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,Santacruz East,Mumbai,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792157,Confederation of Indian Industry,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792158,Situation & Solutions,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,"306, 3rd floor, D'definity, Jayprakash Nagar Road No.1, Goregaon (E)",Mumbai,Maharashtra,400063,India,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792159,Expedia Co.in,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792161,K11 Fitness Management Co. Pvt Ltd,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792162,Vaango,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
zcrm_1920545000000792163,Park Balluchi Restaurant,,,,,,zcrm_1920545000000097003,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:36:21,2018-05-08 12:34:23,,,,,,,INR,1.000000000,zcrm_1920545000000091015,,,,,,,2018-05-08 11:34:23
